ISSN,ALPVM,LOPVM,LEVIKKI,LEVIKKI_S
1458-6592,01.01.1945,31.12.1945,11541,
1458-6592,01.01.1946,31.12.1946,11300,
1458-6592,01.01.1947,31.12.1947,11333,
1458-6592,01.01.1948,31.12.1948,12733,
1458-6592,01.01.1949,31.12.1949,10900,
0785-3998,01.01.2005,31.12.2005,4881,
0782-5773,01.01.2006,31.12.2006,6660,
0786-2202,01.01.2006,31.12.2006,7663,
0782-5722,01.01.2007,31.12.2008,137495,
0359-0305,01.01.2006,31.12.2006,6879,
fk16076,01.01.2004,31.12.2004,2842,
fk16076,01.01.2005,31.12.2005,2819,
fk16076,01.01.2006,31.12.2006,2788,
1236-5602,01.01.2006,31.12.2006,3229,
0357-1378,01.01.2006,31.12.2006,3378,
fk14860,01.01.1907,31.12.1907,3000,
fk14860,01.01.1908,31.12.1908,4800,
fk14860,01.01.1909,31.12.1909,5500,
fk14860,01.01.1910,31.12.1910,4500,
fk14860,01.01.1911,31.12.1912,4300,
fk14860,01.01.1913,31.12.1913,4100,
fk14860,01.01.1914,31.12.1914,3700,
fk14860,01.01.1915,31.12.1915,3500,
fk14860,01.01.1916,31.12.1916,3800,
fk14860,01.01.1917,31.12.1917,7000,
fk14860,01.01.1923,31.12.1923,4500,
fk14860,01.01.1924,31.12.1924,6000,
fk14860,01.01.1926,31.12.1926,6500,
fk14860,01.01.1927,31.12.1927,7350,
fk14860,01.01.1928,31.12.1928,7500,
fk14860,01.01.1930,31.12.1930,8350,
fk14860,01.01.1943,31.12.1943,5360,
fk14860,01.01.1944,31.12.1944,5530,
fk14860,01.01.1945,31.12.1945,6704,
fk14860,01.01.1946,31.12.1946,6742,
fk14860,01.01.1947,31.12.1947,7046,
fk14860,01.01.1948,31.12.1948,7987,
fk14860,01.01.1950,31.12.1950,10000,
fk14860,01.01.1952,31.12.1952,7600,
fk14860,01.01.1954,31.12.1954,9000,
fk14860,01.01.1956,31.12.1956,8900,
fk14860,01.01.1957,31.12.1957,8900,
0789-662X,01.01.2006,31.12.2006,5995,
0356-1410,01.01.2005,31.12.2005,5153,
0356-1410,01.01.2006,31.12.2006,5185,
1239-1093,01.01.2003,31.12.2003,3550,
1239-1093,01.01.2004,31.12.2004,3505,
1239-1093,01.01.2005,31.12.2005,3376,
1239-1093,01.01.2006,31.12.2006,3265,
0358-1934,01.01.2006,31.12.2006,7599,
0356-1623,01.01.1921,31.12.1921,5860,
0356-1623,01.01.1922,31.12.1922,5000,
0356-1623,01.01.1926,31.12.1926,6050,
0356-1623,01.01.1928,31.12.1928,6734,
0356-1623,01.01.1931,31.12.1931,8150,
0356-1623,01.01.1932,31.12.1932,7550,
0356-1623,01.01.1933,31.12.1933,8200,
0356-1623,01.01.1934,31.12.1934,8150,
0356-1623,01.01.1936,31.12.1936,8800,
0356-1623,01.01.1937,31.12.1937,9225,
0356-1623,01.01.1938,31.12.1938,9464,
0356-1623,01.01.1939,31.12.1939,10300,
0356-1623,01.01.1941,31.12.1941,10934,
0356-1623,01.01.1943,31.12.1943,13681,
0356-1623,01.01.1944,31.12.1944,14123,
0356-1623,01.01.1946,31.12.1946,14278,
0356-1623,01.01.1947,31.12.1947,14388,
0356-1623,01.01.1948,31.12.1948,13844,
0356-1623,01.01.1949,31.12.1949,13122,
0789-0796,01.01.1943,31.12.1943,4100,
0789-0796,01.01.1944,31.12.1944,3750,
0789-0796,01.01.1946,31.12.1946,3790,
0356-133X,01.01.2007,31.12.2007,112419,
0356-1283,01.01.2007,31.12.2007,55018,
0788-8325,01.01.2007,31.12.2007,27343,
0359-5056,01.01.2007,31.12.2007,61003,
0356-2298,01.01.2007,31.12.2007,13577,
0451-5560,01.01.2007,31.12.2007,81363,
0782-6397,01.01.2006,31.12.2006,6425,
0782-6397,01.01.2007,31.12.2007,6450,
0789-0737,01.01.2007,31.12.2007,28540,
0357-2021,01.01.1943,31.12.1943,4259,
0357-2021,01.01.1944,31.12.1944,4400,
0357-2021,01.01.1946,31.12.1946,5750,
0357-2021,01.01.1948,31.12.1948,6433,
fk10257,01.01.1906,31.12.1906,4200,
fk10257,01.01.1908,31.12.1908,3600,
fk10257,01.01.1942,31.12.1942,9100,
fk10257,01.01.1943,31.12.1943,10150,
fk10257,01.01.1944,31.12.1944,9900,
fk10257,01.01.1945,31.12.1945,10400,
fk10257,01.01.1946,31.12.1946,10450,
fk10257,01.01.1947,31.12.1947,10900,
fk10257,01.01.1948,31.12.1948,11154,
2323-4253,01.01.2006,31.12.2006,5957,
2323-4253,01.01.2007,31.12.2007,5842,
0356-4541,01.01.2006,31.12.2006,3922,
0356-4541,01.01.2007,31.12.2007,3643,
0356-3588,01.01.2006,31.12.2006,9501,
0356-3588,01.01.2007,31.12.2007,8981,
0783-3261,01.01.2007,31.12.2007,13349,
0355-3787,01.01.2007,31.12.2007,83960,
0355-8746,01.01.2007,31.12.2007,55302,
0782-372X,01.01.2007,31.12.2007,22228,
0357-9298,01.01.2007,31.12.2007,28470,
0356-5653,01.01.2007,31.12.2007,3755,
0782-5986,01.01.2006,31.12.2006,6222,
0782-6559,01.01.2007,31.12.2007,10961,
0782-6427,01.01.2001,31.12.2001,2482,
0782-6427,01.01.2002,31.12.2002,2472,
0782-6427,01.01.2003,31.12.2003,2461,
0782-6427,01.01.2004,31.12.2004,2418,
0782-6427,01.01.2005,31.12.2005,2391,
0782-6427,01.01.2006,31.12.2006,2372,
0782-6427,01.01.2007,31.12.2007,2346,
0359-6095,01.01.2005,31.12.2005,4556,
0359-6095,01.01.2006,31.12.2006,4498,
0359-6095,01.01.2007,31.12.2007,4483,
0356-3502,01.01.2007,31.12.2007,22129,
0356-1623,01.01.2007,31.12.2007,25572,
0355-6913,01.01.2007,31.12.2007,139165,
0782-5404,01.01.2007,31.12.2007,22177,
0782-663X,01.01.1921,31.12.1921,4320,
0782-663X,01.01.1922,31.12.1922,4850,
0782-663X,01.01.1923,31.12.1923,5500,
0782-663X,01.01.1924,31.12.1924,5600,
0782-663X,01.01.1926,31.12.1926,5600,
0782-663X,01.01.1927,31.12.1927,5800,
0782-663X,01.01.1928,31.12.1928,5550,
0782-663X,01.01.1929,31.12.1929,5800,
0782-663X,01.01.1931,31.12.1931,5100,
0782-663X,01.01.1932,31.12.1932,4700,
0782-663X,01.01.1933,31.12.1933,4600,
0782-663X,01.01.1934,31.12.1934,4650,
0782-663X,01.01.1937,31.12.1938,5200,
0782-663X,01.01.1939,31.12.1939,5500,
0782-663X,01.01.1941,31.12.1941,5793,
0782-663X,01.01.1942,31.12.1942,7100,
0782-663X,01.01.1943,31.12.1943,8100,
0782-663X,01.01.1944,31.12.1944,7700,
0782-663X,01.01.1946,31.12.1946,8828,
0782-663X,01.01.1947,31.12.1947,9720,
0782-663X,01.01.1948,31.12.1948,10266,
0782-663X,01.01.1949,31.12.1949,9600,
0356-0996,01.01.2007,31.12.2007,11086,
0359-6753,01.01.2007,31.12.2007,34738,
0356-1402,01.01.2007,31.12.2007,74945,
0356-4444,01.01.2007,31.12.2007,17532,
0784-428X,01.01.2007,31.12.2010,2972,
fk17328,01.01.2006,31.12.2006,5529,
fk17328,01.01.2007,17.04.2008,5474,
0357-2021,01.01.2007,31.12.2007,20704,
0355-9149,01.01.2007,31.12.2007,10293,
0355-2047,01.01.2007,31.12.2007,419791,
1457-9545,01.01.2007,31.12.2007,17792,
0785-398X,01.01.2007,31.12.2007,7466,
0356-0724,01.01.2007,31.12.2007,51009,
0784-364X,01.01.2007,31.12.2007,7631,
1236-8652,01.01.2006,31.12.2006,4611,
1236-8652,01.01.2007,31.12.2007,4700,
0787-4987,01.01.2006,31.12.2006,4920,
0787-4987,01.01.2007,31.12.2007,4876,
1459-8663,01.01.2007,31.12.2007,22179,
0356-6447,01.01.2007,31.12.2007,6784,
1238-7045,01.01.2006,31.12.2006,5987,
1238-7045,01.01.2007,31.12.2007,5791,
0784-2465,01.01.2006,31.12.2006,4732,
0784-2465,01.01.2007,31.12.2007,4594,
0356-1860,01.01.2007,31.12.2007,7244,
fk14339,01.01.2007,31.12.2007,136000,
fk14406,01.01.2006,31.12.2006,2792,
fk14406,01.01.2007,31.12.2007,2814,
0355-2055,01.01.2007,31.12.2007,176531,
0358-1705,01.01.2007,31.12.2007,47363,
0781-3694,01.01.2007,31.12.2007,4182,
0356-1356,01.01.2007,31.12.2007,81593,
fk20050191,01.01.2007,31.12.2007,41000,
0356-2751,01.01.2007,31.12.2007,30101,
0782-5579,01.01.2007,31.12.2007,3960,
0356-1844,01.01.2007,31.12.2007,24013,
0357-0975,01.01.2007,31.12.2007,32119,
0782-5528,01.01.2007,22.05.2008,12064,
0356-3553,01.01.2007,23.05.2008,4664,
0781-3694,01.01.2006,31.12.2006,4184,
1796-8097,01.01.2008,31.12.2008,50850,
0356-3510,01.01.2007,31.12.2008,64789,
0783-0025,01.01.2007,31.12.2007,131150,
0357-1386,01.01.2007,31.12.2007,4645,
0356-1402,01.01.1934,31.12.1934,7253,
0356-1402,01.01.1936,31.12.1936,8309,
0356-1402,01.01.1937,31.12.1937,8452,
0356-1402,01.01.1938,31.12.1938,10531,
0356-1402,01.01.1939,31.12.1939,11691,
0356-1402,01.01.1941,31.12.1941,19238,
0356-1402,01.01.1942,31.12.1942,19330,
0356-1402,01.01.1943,31.12.1943,19758,
0356-1402,01.01.1944,31.12.1944,29263,
0356-1402,01.01.1946,31.12.1946,31777,
0356-1402,01.01.1947,31.12.1947,35600,
0356-1402,01.01.1948,31.12.1948,36972,
0788-8279,01.01.2007,31.12.2007,6059,
0782-582X,01.01.2007,31.12.2007,4224,
0358-9161,01.01.2006,31.12.2006,8667,
0358-9161,01.01.2007,31.12.2007,8725,
2243-2671,03.10.2007,31.12.2007,47600,
0358-8483,01.01.2007,31.12.2007,61250,
0358-8483,01.01.2008,31.12.2008,59700,
0359-5064,01.01.2007,31.12.2007,11836,
fk15603,01.01.2007,31.12.2007,6277,
1239-4343,01.01.2007,31.12.2007,6350,
0357-1521,01.01.2007,31.12.2007,7857,
0782-6192,01.01.2007,31.12.2007,8014,
0782-5390,01.01.2006,31.12.2006,5731,
0782-5390,01.01.2007,31.12.2007,5832,
0355-8754,01.01.2007,31.12.2007,10662,
0786-2202,01.01.2007,31.12.2007,7619,
0782-6419,01.01.2007,31.12.2007,16446,
0356-4894,01.01.2007,31.12.2007,8444,
1236-4495,01.01.2007,31.12.2007,6575,
1795-715X,01.01.2007,31.12.2007,7325,
0788-8325,01.01.1942,31.12.1942,7400,
0788-8325,01.01.1943,31.12.1943,7800,
0788-8325,01.01.1944,31.12.1944,7600,
0788-8325,01.01.1946,31.12.1946,8764,
0788-8325,01.01.1947,31.12.1947,9800,
0788-8325,01.01.1948,31.12.1948,11852,
0359-1441,01.01.2007,31.12.2007,7285,
0789-6700,01.01.2007,31.12.2007,25099,
0357-1858,01.01.2007,31.12.2007,13058,
0785-3998,01.01.1943,31.12.1943,2750,
0785-3998,01.01.1944,31.12.1944,2650,
0358-6294,01.01.2007,31.12.2007,8111,
0355-3787,01.01.1918,31.12.1918,5000,
0355-3787,01.01.1919,31.12.1919,2000,
0355-3787,01.01.1921,31.12.1921,9100,
0355-3787,01.01.1922,31.12.1922,11000,
0355-3787,01.01.1923,31.12.1923,11500,
0355-3787,01.01.1924,31.12.1924,12500,
0355-3787,01.01.1926,31.12.1926,12878,
0355-3787,01.01.1927,31.12.1927,13572,
0355-3787,01.01.1928,31.12.1928,15468,
0355-3787,01.01.1929,31.12.1929,21056,
0355-3787,01.01.1931,31.12.1931,16939,
0355-3787,01.01.1932,31.12.1932,15751,
0355-3787,01.01.1933,31.12.1933,16830,
0355-3787,01.01.1934,31.12.1934,20679,
0355-3787,01.01.1936,31.12.1936,28479,
0355-3787,01.01.1937,31.12.1937,34859,
0355-3787,01.01.1938,31.12.1938,40927,
0355-3787,01.01.1939,31.12.1939,48866,
0355-3787,01.01.1941,31.12.1941,43773,
0355-3787,01.01.1943,31.12.1943,43168,
0355-3787,01.01.1944,31.12.1944,46567,
0355-3787,01.01.1946,31.12.1946,60249,
0355-3787,01.01.1947,31.12.1947,70857,
0355-3787,01.01.1949,31.12.1949,81863,
0358-6294,01.01.1892,31.12.1892,215,
0358-6294,01.01.1893,31.12.1893,677,
0358-6294,01.01.1897,31.12.1897,1040,
0358-6294,01.01.1898,31.12.1898,1500,
0358-6294,01.01.1899,31.12.1899,1700,
0358-6294,01.01.1917,31.12.1917,3200,
0358-6294,01.01.1941,31.12.1941,5485,
0358-6294,01.01.1942,31.12.1942,6700,
0358-6294,01.01.1943,31.12.1943,7400,
0358-6294,01.01.1944,31.12.1944,7600,
0358-6294,01.01.1946,31.12.1946,8100,
0358-6294,01.01.1947,31.12.1947,8700,
0358-6294,01.01.1948,31.12.1948,9020,
0356-5653,01.01.1942,31.12.1942,3300,
0356-5653,01.01.1943,31.12.1943,3460,
0356-5653,01.01.1944,31.12.1944,3520,
0356-5653,01.01.1946,31.12.1946,3887,
0356-5653,01.01.1947,31.12.1947,3902,
0356-5653,01.01.1948,31.12.1948,4216,
1457-9561,01.01.2007,31.12.2007,55000,
1457-9561,01.01.2008,31.12.2008,55000,
1236-7796,01.01.2007,31.12.2007,4046,
1457-7372,01.01.2001,31.12.2001,3844,
1457-7372,01.01.2002,31.12.2002,3798,
1457-7372,01.01.2003,31.12.2003,3839,
1457-7372,01.01.2004,31.12.2004,3917,
1457-7372,01.01.2005,31.12.2005,3887,
1457-7372,01.01.2006,31.12.2006,3802,
1457-7372,01.01.2007,31.12.2007,3775,
0787-6742,01.01.2007,31.12.2007,4360,
0782-5773,01.01.2007,31.12.2007,6667,
1236-8407,01.01.2007,31.12.2007,6388,
0787-5320,01.01.2007,31.12.2007,6042,
0782-663X,01.01.2007,31.12.2008,14022,
0356-4886,01.01.2007,31.12.2007,7639,
fk16098,01.01.2007,31.12.2007,5238,
0357-1378,01.01.2007,28.04.2011,3423,
0356-1135,01.01.2006,31.12.2006,46547,
0356-1135,01.01.2007,31.12.2007,43349,
2323-6760,01.01.2007,31.12.2007,6568,
1456-3002,01.01.2007,31.12.2007,7421,
0782-6656,01.01.2005,31.12.2005,6107,
0782-6656,01.01.2006,31.12.2006,6047,
0782-6656,01.01.2007,31.12.2007,6027,
0789-8169,01.01.2007,31.12.2007,7112,
0356-228X,01.01.2006,31.12.2006,3108,
0356-228X,01.01.2007,31.12.2007,3093,
1457-8921,01.01.2005,31.12.2005,7100,
1457-8921,01.01.2006,31.12.2006,8035,
1457-8921,01.01.2007,31.12.2007,8567,
0359-7067,01.01.2006,31.12.2006,5303,
0359-7067,01.01.2007,31.12.2008,5267,
1236-6609,01.01.2007,31.12.2007,4933,
1235-9963,01.01.2007,31.12.2007,8328,
0789-0796,01.01.2007,31.12.2007,8936,
0784-1663,01.01.2006,31.12.2006,4102,
0784-1663,01.01.2007,31.12.2007,4167,
fk14478,01.01.2006,31.12.2006,3920,
fk14478,01.01.2007,,3896,
0356-2239,01.01.2003,31.12.2003,3225,
0356-2239,01.01.2004,31.12.2004,3206,
0356-2239,01.01.2005,31.12.2005,3145,
0356-2239,01.01.2006,31.12.2006,3322,
0356-2239,01.01.2007,31.12.2007,3070,
0786-5511,01.01.2006,31.12.2006,5041,
0786-5511,01.01.2007,31.12.2008,5044,
0356-2239,01.01.2002,31.12.2002,3271,
0789-8126,01.01.2005,31.12.2005,5617,
0789-8126,01.01.2006,31.12.2006,5578,
0789-8126,01.01.2006,31.12.2007,5573,
0356-2514,01.10.2007,31.12.2007,7090,
0359-9523,01.01.2008,31.12.2008,3516,
0359-9523,01.01.2009,31.12.2010,3431,
0358-9161,01.01.2010,31.12.2010,8717,
1795-6226,01.01.2009,31.12.2009,3031,
1795-6226,01.01.2010,31.12.2010,3028,
0789-8096,01.01.2009,31.12.2009,7154,
fk14352,01.01.2009,31.12.2009,1685,
fk14352,01.01.2010,31.12.2010,1683,
1236-7796,01.01.2010,31.12.2010,3822,
0355-9149,01.01.2011,31.12.2011,8829,
0789-0737,01.01.2011,31.12.2011,24692,
0782-5692,01.01.2010,01.01.2010,27000,
0782-5404,01.01.2011,31.12.2011,21459,
0357-2021,01.01.2011,31.12.2011,20165,
0355-3787,01.01.2011,31.12.2011,83259,
0356-0724,01.01.2011,31.12.2011,46395,
0355-6913,01.01.2011,31.12.2011,130081,
0358-6294,01.01.2011,31.12.2011,7523,
0359-1441,01.01.2011,31.12.2011,6683,
0356-133X,01.01.2011,31.12.2011,103314,
0782-5560,01.01.2010,31.12.2010,8955,
0782-5560,01.01.2011,31.12.2011,8479,
0355-2047,01.01.2011,31.12.2011,365994,
0359-6753,01.01.2011,31.12.2011,31620,
0356-1283,01.01.2011,31.12.2011,52651,
0356-0996,01.01.2011,31.12.2011,10272,
0358-1705,01.01.2011,31.12.2011,44728,
0356-1356,01.01.2011,31.12.2011,74787,
0451-5560,01.01.2011,31.12.2011,68252,
0356-3510,01.01.2011,31.12.2011,61666,
0359-7067,01.01.2009,31.12.2009,5123,
0359-7067,01.01.2010,31.12.2010,5089,
0359-7067,01.01.2011,31.12.2011,5028,
1796-7597,01.01.2009,31.12.2009,5292,
1796-7597,01.01.2010,31.12.2010,5171,
1796-7597,01.01.2011,31.12.2011,5119,
0787-6742,01.01.2009,31.12.2009,4239,
0787-6742,01.01.2010,31.12.2010,4174,
0787-6742,01.01.2011,31.12.2011,4092,
0356-3502,01.01.2011,31.12.2011,19445,
0356-4894,01.01.2011,31.12.2011,7746,
0356-4444,01.01.2011,31.12.2011,16279,
0355-2055,01.01.2011,31.12.2011,143321,
1236-6609,01.01.2010,31.12.2010,4588,
1236-6609,01.01.2011,31.12.2012,4462,
0356-2751,01.01.2011,31.12.2011,27722,
0789-6700,01.01.2011,31.12.2011,22225,
0789-8347,01.01.2010,31.12.2010,6492,
0789-8347,01.01.2011,31.12.2011,6406,
1455-4348,01.01.1942,31.12.1942,1600,
1455-4348,01.01.1943,31.12.1943,1750,
1455-4348,01.01.1944,31.12.1944,1550,
1455-4348,01.01.1945,31.12.1945,1900,
1455-4348,01.01.1953,31.12.1953,2500,
0356-6447,01.01.2011,31.12.2011,6597,
0787-5312,01.01.2009,31.12.2009,6104,
0787-5312,01.01.2010,31.12.2010,5935,
0787-5312,01.01.2011,31.12.2011,5777,
0788-8325,01.01.2011,31.12.2011,25126,
0357-0975,01.01.2011,31.12.2011,29424,
0782-6559,01.01.2011,31.12.2011,10710,
0789-0796,01.01.2011,31.12.2011,8753,
0785-398X,01.01.2011,31.12.2011,7293,
0783-3261,01.01.2011,31.12.2011,13390,
0359-5064,01.01.2011,31.12.2011,10427,
1236-5602,01.01.2011,31.12.2011,3227,
0788-2556,01.01.2010,31.12.2010,36840,
0788-2556,01.01.2011,,37040,
0782-6397,01.01.2010,31.12.2010,6454,
0782-6397,01.01.2011,31.12.2011,6482,
0782-663X,01.01.2011,31.12.2012,13127,
1797-0741,01.01.2009,31.12.2009,4364,
1797-0741,01.01.2010,31.12.2010,4695,
1797-0741,01.01.2011,31.12.2011,4484,
0357-1386,01.01.2011,31.12.2011,4571,
0782-5722,01.01.2012,31.12.2012,118100,
fk14406,01.01.2009,31.12.2009,2777,
0784-2465,01.01.2011,31.12.2011,4486,
0355-8754,01.01.2011,30.12.2011,9616,
0357-6906,01.01.2011,31.12.2012,3600,
2323-4253,01.01.2009,31.12.2009,5627,
2323-4253,01.01.2010,31.12.2010,5570,
2323-4253,01.01.2011,31.12.2011,5540,
0782-5358,01.01.2010,31.12.2010,5231,
0782-5358,01.01.2011,31.12.2011,5192,
0782-5684,01.01.2008,31.12.2008,10453,
0782-5684,01.01.2009,31.12.2009,10228,
0782-5684,01.01.2010,31.12.2011,10085,
0782-5978,01.01.2010,31.12.2010,5472,
0782-5978,01.01.2011,30.12.2011,5314,
1799-6155,18.02.2011,31.12.2011,6960,
0782-5676,01.01.2011,31.12.2012,6540,
0789-7820,01.01.2009,31.12.2009,36761,
0789-7820,01.01.2010,,37551,
fk14419,01.01.2010,,23000,
0355-9238,01.01.2012,,4500,
1795-715X,01.01.2011,30.12.2011,6800,
fk14728,01.01.2009,31.12.2009,7660,
fk14728,01.01.2010,31.12.2011,7583,
1457-9561,01.01.2011,31.12.2011,75000,
0782-596X,01.01.2011,31.12.2011,8009,
fk14980,01.01.2011,,28200,
0782-5609,01.01.2007,31.12.2007,3030,
1239-5633,01.01.2011,31.12.2011,61000,
0356-2352,01.01.2012,31.12.2012,118500,
1798-1026,01.01.2009,31.12.2009,7158,
1798-1026,01.01.2010,31.12.2010,6696,
1798-1026,01.01.2011,31.12.2011,6510,
0355-3787,01.01.1951,31.12.1951,103052,
0355-3787,01.01.1952,31.12.1952,118112,
0355-3787,01.01.1953,31.12.1953,126017,
0355-3787,01.01.1954,31.12.1954,131000,
0355-3787,01.01.1958,31.12.1958,150500,
0355-3787,01.01.1959,31.12.1959,153232,
1456-9337,01.01.2011,31.12.2011,6897,
0356-3103,01.01.2009,31.12.2009,7639,
0356-3103,01.01.2010,31.12.2010,7412,
0356-3103,01.01.2011,31.12.2011,7222,
0358-9161,01.01.2011,31.12.2011,8675,
0784-364X,01.01.2011,31.12.2011,6989,
fk14339,01.01.2012,31.12.2012,121600,
0358-2434,01.01.2011,31.12.2011,6675,
0357-9107,01.01.2011,31.12.2011,3436,
0358-1934,01.01.2011,31.12.2011,7212,
0782-5714,01.01.2009,31.12.2009,4256,
0782-5714,01.01.2010,31.12.2010,4252,
0358-1705,01.01.2012,31.12.2012,42396,
0356-133X,01.01.2012,31.12.2012,99220,
0356-3510,01.01.2012,31.12.2012,59289,
0359-5056,01.01.2011,31.12.2011,56616,
0359-5056,01.01.2012,31.12.2012,53463,
1455-920X,01.01.2012,,8601,
0782-5560,01.01.2012,31.12.2012,8157,
0356-4444,01.01.2012,31.12.2012,15554,
0782-372X,01.01.2012,31.12.2013,16981,
0451-5560,01.01.2012,31.12.2012,63471,
0356-1283,01.01.2012,31.12.2012,50527,
0356-2751,01.01.2012,31.12.2012,27136,
0789-0796,01.01.2012,31.12.2012,8417,
0357-1858,01.01.2012,01.12.2012,11459,
0355-2047,01.01.2012,31.12.2012,337962,
0356-2298,01.01.2012,31.12.2012,12214,
0359-1441,01.01.2012,31.12.2012,6464,
0789-662X,01.01.2011,31.12.2011,5463,
0782-5544,01.01.2011,31.12.2011,7591,
0782-5544,01.01.2012,31.12.2012,7070,
0783-3709,01.01.2011,31.12.2011,6104,
0783-3709,01.01.2012,31.12.2012,5817,
0355-8746,01.01.2012,31.12.2012,47831,
0356-0996,01.01.2012,31.12.2012,9873,
1235-810X,01.01.1939,31.12.1939,2400,
1235-810X,01.01.1941,31.12.1941,2600,
1235-810X,01.01.1942,31.12.1942,2700,
1235-810X,01.01.1943,31.12.1943,2750,
1235-810X,01.01.1944,31.12.1944,2900,
0358-6294,01.01.2012,31.12.2012,7180,
0357-9298,01.01.2012,31.12.2012,24531,
0782-5757,01.01.1928,31.12.1928,415,
0782-5757,01.01.1929,31.12.1929,750,
0782-5757,01.01.1930,31.12.1930,700,
0782-5757,01.01.1931,31.12.1931,500,
0782-5757,01.01.1932,31.12.1932,375,
0782-5757,01.01.1933,31.12.1933,385,
0782-5757,01.01.1934,31.12.1934,402,
0782-5757,01.01.1935,31.12.1935,500,
0782-5757,01.01.1939,31.12.1939,800,
0782-5757,01.01.1945,31.12.1945,900,
0782-5757,01.01.1953,31.12.1953,1000,
0782-5757,01.01.1955,31.12.1955,1100,
0782-5757,01.01.1960,31.12.1960,1200,
0782-5757,01.01.1965,31.12.1965,1078,
0782-5757,01.01.1969,31.12.1969,1099,
0782-5757,01.01.1970,31.12.1970,1181,
0782-5757,01.11.1975,31.12.1975,1288,
0782-5757,01.01.1980,31.12.1980,1400,
0782-5757,01.01.1985,31.12.1985,1590,
2242-6892,01.01.2012,31.12.2012,13678,
0356-6447,01.01.2012,31.12.2012,6383,
fk16065,01.01.2010,31.12.2010,24912,
0782-7067,01.01.1941,31.12.1941,3560,
0782-7067,01.01.1943,31.12.1943,3620,
0782-7067,01.01.1944,31.12.1944,3884,
0783-1668,01.01.2009,31.12.2009,22801,
0783-1668,01.01.2010,31.12.2010,22475,
0783-1668,01.01.2011,31.12.2011,21647,
0783-1668,01.01.2012,31.12.2012,22433,
0356-1135,01.01.2012,31.12.2012,32963,
0789-8347,01.01.2012,31.12.2012,6176,
0356-4886,01.01.2012,31.12.2012,6585,
0356-3588,01.01.2012,31.12.2012,11197,
0782-6206,01.01.2011,31.12.2011,3390,
0782-6206,01.01.2012,23.12.2013,3551,
1236-8652,01.01.2011,31.12.2011,4337,
0358-9161,01.01.2012,31.12.2012,8472,
0789-8142,01.01.2012,31.12.2012,5763,
0355-8754,01.01.2012,31.12.2012,9245,
0358-8483,01.01.2013,31.12.2013,54700,
0787-5320,01.01.2012,31.12.2012,5296,
0787-5320,01.01.2013,31.12.2013,4880,
0359-6753,01.01.2013,31.12.2013,28735,
0782-5994,01.01.2011,31.12.2011,2389,
0782-5994,01.01.2012,31.12.2012,2376,
0356-133X,01.01.2013,31.12.2013,94185,
0356-1402,01.01.2013,31.12.2013,61163,
0787-6742,01.01.2012,31.12.2012,3993,
0787-6742,01.01.2013,31.12.2013,3907,
1798-0968,01.01.2012,31.12.2012,6664,
0356-0724,01.01.2013,31.12.2013,39662,
0783-3709,01.01.2013,31.12.2013,5603,
0355-421X,01.01.2012,,133000,
0358-6294,01.01.2013,31.12.2013,6871,
0782-6427,01.01.2011,31.12.2011,2154,
0782-6427,01.01.2012,31.12.2012,2088,
0782-6427,01.01.2013,,2043,
1236-7796,01.01.2013,31.12.2013,3658,
0356-6447,01.01.2013,31.12.2013,6141,
0358-1705,01.01.2013,31.12.2013,41244,
0355-6913,01.01.2013,31.12.2013,113066,
0356-1356,01.01.2013,31.12.2013,69540,
2323-4253,01.01.2012,31.12.2012,5395,
2323-4253,01.01.2013,,5132,
1459-8663,01.01.2011,31.12.2011,21502,
0782-579X,01.01.2011,31.12.2011,5276,
2323-6760,01.01.2009,31.12.2009,6420,
2323-6760,01.01.2010,31.12.2010,6353,
2323-6760,01.01.2011,31.12.2011,6330,
0356-1623,01.01.2011,31.12.2011,25093,
0781-9234,01.01.2010,31.12.2010,22000,
0356-1860,01.01.2009,31.12.2009,7397,
0356-1860,01.01.2010,31.12.2010,7424,
0356-1860,01.01.2011,31.12.2011,7462,
0782-5676,01.01.2009,31.12.2009,6388,
0782-5676,01.01.2010,31.12.2010,6459,
0357-9298,01.01.2011,31.12.2011,26382,
0356-1801,01.01.2011,31.12.2011,6458,
fk16098,01.01.2008,31.12.2008,5226,
fk16098,01.01.2009,31.12.2009,5250,
fk16098,01.01.2010,31.12.2010,5050,
fk16098,01.01.2011,31.12.2011,4895,
fk16098,01.01.2012,,4803,
0356-200X,01.01.1942,31.12.1942,3200,
0356-200X,01.01.1943,31.12.1943,3500,
0356-200X,01.01.1944,31.12.1944,3200,
0782-6559,01.01.2012,31.12.2012,10033,
fk14798,01.01.1946,31.12.1946,18000,
fk14798,01.01.1947,31.12.1947,23400,
fk14798,01.01.1948,31.12.1948,27000,
fk10438,01.07.1944,31.12.1944,3300,
fk10438,01.01.1946,31.12.1946,4000,
fk10438,01.01.1948,31.12.1948,4500,
fk10438,01.01.1950,31.12.1950,3300,
fk10438,01.01.1951,31.12.1951,2846,
fk10438,01.01.1952,31.12.1952,4420,
fk10438,01.01.1956,31.12.1956,5105,
fk10438,01.01.1957,31.12.1957,5100,
fk11116,01.01.1939,31.12.1939,3050,
fk11116,01.01.1940,31.12.1941,3100,
fk11116,01.01.1942,31.12.1942,2750,
fk11116,01.01.1943,31.12.1945,3200,
fk11116,01.01.1946,31.12.1946,3225,
fk11116,01.01.1947,31.12.1947,3450,
