PAINOKSEN_ISSN,PAINOS,PAINOS_ALPVM,LEVIKKIALUE
fk38536,3,01.01.1982,LÄNSI-HELSINKI
fk38536,2,01.01.1982,LÄNSI-HELSINKI
fk38537,1,15.02.1987,LÄNSI-HELSINKI
fk38537,2,15.02.1987,LÄNSI-HELSINKI
fk38537,3,15.02.1987,LÄNSI-HELSINKI
fk38537,4,15.02.1987,Länsi-Helsinki
fk38538,1,04.09.1991,LÄNSI-HELSINKI
fk38538,3,04.09.1991,Länsi-Helsinki
fk38538,2,04.09.1991,LÄNSI-HELSINKI
fk990000,1,01.12.1994,Suonenjoki
0003-7184,1,01.01.1933,Helsinki
0008-2775,1,11.11.1915,Port Arthur
0008-2775,1,11.11.1915,Ontario
0020-2010,1,02.02.1961,Helsinki
0023-8015,1,16.04.1947,Helsingfors
0037-2943,1,31.12.1934,Suomi
0039-5552,1,01.12.1916,Suomi
0042-6113,1,08.01.1937,Suomi
0355-0729,2,01.01.1961,Finland
0355-2047,1,07.07.1904,Pääkaupunkiseutu (lähialueet)
0355-2047,2,18.01.1940,Suomi
0355-2047,1,01.03.1991,Uudenmaan ulkopuolelle
0355-2047,2,01.03.1991,Uusimaa
0355-2047,5,01.03.1991,Pääkaupunkiseutu (lähialueet)
0355-2047,4,01.03.1991,Pääkaupunkiseutu (lähialueet)
0355-2047,3,01.03.1991,Helsinki-Espoo-Vantaa-Kauniainen
0355-2047,6,01.03.1991,Pääkaupunkiseutu (lähialueet)
0355-2055,1,29.02.1932,Suomi
0355-2055,3,01.08.1990,Pääkaupunkiseutu
0355-2055,2,01.08.1990,"""Työkappale"""
0355-2055,1,26.08.1992,Suomi
0355-2055,2,26.08.1992,Osa Uudenmaan lääniä
0355-3051,1,14.01.1972,Helsinki
0355-3787,1,01.10.1916,Suomi
0355-5461,1,01.01.1919,Koko Suomi
0355-6085,1,06.01.1971,Suomi
0355-6778,1,14.09.1929,Pälkäne
0355-6778,1,14.09.1929,Luopioinen
0355-6778,1,14.09.1929,Sahalahti
0355-6913,1,03.12.1881,Tampere
0355-6913,3,01.07.1990,Tampere
0355-6913,2,01.07.1990,Tampere
0355-7502,1,12.09.1958,Helsinki
0355-8347,1,01.01.1876,Suomi
0355-8525,1,31.10.1924,Helsinki
0355-8606,1,02.01.1920,Kotka
0355-869X,1,13.03.1970,Savonlinna
0355-8746,1,30.12.1917,Pori
0355-8746,3,21.01.1991,Pori
0355-8746,2,28.11.1990,Pori
0355-8754,1,23.08.1968,Kankaanpää
0355-9149,1,18.03.1891,Åland
0355-9238,1,28.01.1961,Oulu
0356-0724,1,05.12.1864,Finland
0356-0724,2,01.03.1991,Stor-Helsingfors
0356-0724,3,15.12.1891,Finland
0356-0724,2,01.01.1927,Finland
0356-0724,2,01.01.1931,Finland
0356-0724,2,02.01.1873,Finland
0356-0996,1,17.12.1919,Pieksämäki/Jäppilä
0356-0996,1,17.12.1919,Rantasalmi
0356-1135,1,30.12.1905,Suomi
0356-1240,1,11.10.1963,Karjaa
0356-1240,1,11.10.1963,Pohja
0356-1240,1,11.10.1963,Inkoo
0356-1283,1,20.04.1906,Seinäjoki
0356-1291,1,25.08.1916,Loviisa
0356-1321,1,18.05.1945,Kuopion lääni
0356-1321,1,18.05.1945,Pohjois-Karjala
0356-1380,1,22.08.1945,Oulu
0356-1402,1,18.12.1917,Jyväskylä
0356-1410,1,06.01.1971,Viitasaari
0356-1410,1,06.01.1971,Pihtipudas
0356-1615,1,01.09.1963,Lappeenranta
0356-1615,1,01.09.1963,Imatra
0356-1623,1,24.09.1917,Mikkeli
0356-1631,1,01.12.1967,Suomi
0356-1682,1,01.07.1938,Seinäjoki
0356-1690,1,08.12.1902,Kotka
0356-1801,1,19.11.1925,Paimio
0356-1801,1,19.11.1925,Sauvo
0356-1844,1,07.05.1856,Vasa
0356-1860,1,02.01.1891,Uusikaupunki
0356-1933,1,16.12.1970,VANTAA
0356-1933,2,27.08.1977,Vantaa
0356-1933*A,1,27.08.1977,Etelä-Vantaa
0356-195X,1,27.04.1964,Lappeenranta
0356-200X,1,06.12.1924,Somero
0356-2026,1,02.01.1975,Hyvinkää
0356-2026,1,02.01.1975,Nurmijärvi
0356-2034,1,12.12.1974,Riihimäki
0356-2204,1,05.02.1945,Vaasa
0356-2204,1,05.02.1945,Pietarsaari
0356-2204,1,05.02.1945,Kokkola
0356-2239,1,04.01.1948,Pori
0356-228X,1,01.01.1951,Kuhmoinen
0356-2298,1,14.11.1925,Iisalmi
0356-2301,1,09.06.1897,Iisalmi
0356-231X,1,17.10.1973,Sonkajärvi
0356-231X,1,17.10.1973,Vieremä
0356-231X,1,17.10.1973,Rautavaara
0356-2328,1,26.11.1970,Lapinlahti
0356-2352,1,09.01.1969,Espoo
0356-2352,1,09.01.1969,Kauniainen
0356-2352,1,09.01.1969,Kirkkonummi
0356-2360,1,14.11.1952,Rautjärvi
0356-2360,1,14.11.1952,Simpele
0356-245X,1,02.02.1962,Kemi
0356-2492,1,15.04.1954,Oulainen
0356-2514,1,24.09.1964,Punkaharju
0356-2514,1,24.09.1964,Kerimäki
0356-2514,1,24.09.1964,Kesälahti
0356-2751,1,08.01.1879,Hämeenlinna
0356-2751,2,01.01.1990,Hämeenlinna
0356-2840,3,03.01.1985,Liminka
0356-2840,2,03.01.1985,Raahe
0356-3103,1,14.01.1960,Äänekoski
0356-3103,1,14.01.1960,Suolahti
0356-3103,1,14.01.1960,Sumiainen
0356-3197,1,16.11.1961,Pielavesi
0356-3197,1,16.11.1961,Keitele
0356-3502,1,29.12.1917,Kajaani
0356-3510,1,19.11.1907,Kuopio
0356-3510,2,01.01.1990,Ylä-Savo
0356-3510,3,01.01.1990,ALA-SAV0
0356-3553,1,22.02.1898,Karleby
0356-3588,1,04.01.1994,Suomi
0356-3642,1,06.10.1972,Kuopio
0356-4444,1,18.10.1917,Savonlinna
0356-4541,1,29.11.1917,Pori
0356-4541,2,05.09.1995,Rauma
0356-4886,1,18.08.1950,Kuusamo
0356-4894,1,04.10.1974,Suomussalmi
0356-4894,1,04.10.1974,Hyrynsalmi
0356-4894,1,04.10.1974,Puolanka
0356-5017,1,02.11.1961,Helsinki
0356-5025,1,07.10.1945,Suomi
0356-5653,1,02.04.1881,Lovisa
0356-6447,1,10.12.1958,Pieksämäki
0356-6447,1,10.12.1958,Haukivuori
0357-0975,1,26.11.1914,Lappeenranta
0357-0983,1,22.09.1966,Joutseno
0357-1386,1,08.05.1968,Outokumpu
0357-1386,1,08.05.1968,Polvijärvi
0357-1521,1,12.12.1956,Suomi
0357-1521,3,16.09.1988,HELSINKI
0357-1521,2,16.09.1988,Helsinki
0357-1548,1,17.11.1958,Helsingfors
0357-1858,1,08.12.1894,Porvoo
0357-1874,1,01.11.1972,Mäntsälä
0357-2021,1,21.11.1918,Tuusula
0357-203X,1,31.08.1967,Vantaa
0357-2552,1,01.05.1931,Vaasa
0357-3702,1,18.03.1976,Hämeenlinna
0357-6906,1,20.09.1963,Eno
0357-8461,1,04.01.1980,Kemi
0357-8461,1,04.01.1980,Tornio
0357-8461,1,04.01.1980,Keminmaa
0357-8461,1,04.01.1980,Simo
0357-9107,1,10.12.1954,Iitti
0357-9107,1,10.12.1954,Jaala
0357-9298,1,26.11.1909,Kouvola
0357-9301,1,01.01.1975,Anjalankoski
0358-1683,1,02.07.1980,Sipoo
0358-1705,3,01.01.1998,Joensuu
0358-1705,1,01.01.1918,Joensuu
0358-1934,1,02.05.1942,Parkano
0358-1934,1,02.05.1942,Karvia
0358-1934,1,02.05.1942,Kihniö
0358-2272,1,19.06.1980,Vantaa
0358-2434,1,04.01.1983,Närpes
0358-2434,1,04.01.1983,Kristinestad
0358-4410,1,25.01.1967,Hausjärvi
0358-4410,1,25.01.1967,Kärkölä
0358-478X,1,30.10.1969,Haukipudas
0358-478X,1,30.10.1969,Kiiminki
0358-478X,1,30.10.1969,Ii
0358-478X,1,30.10.1969,Yli-Ii
0358-5476,1,16.02.1974,Pori
0358-5476,1,16.02.1974,Ulvila
0358-5476,1,16.02.1974,Nakkila
0358-5476,1,16.02.1974,Harjavalta
0358-6294,1,15.12.1860,Borgå med omnejd
0358-8165,1,23.08.1968,Helsinki
0358-8483,1,15.10.1981,Lahti
0358-8483,1,15.10.1981,Hollola
0358-8483,1,15.10.1981,Kalliola
0358-9161,1,05.01.1922,Loimaa
0358-9161,1,05.01.1922,Alastaro
0358-9161,1,05.01.1922,Mellilä
0359-0305,1,01.01.1894,Sastamala
0359-1387,1,29.11.1981,Hyvinkää
0359-1441,1,09.06.1981,Mariehamn
0359-288X,1,02.10.1981,Hirvensalmi
0359-3002,1,08.10.1966,Rantasalmi
0359-3967,1,19.11.1981,Jyväskylä
0359-4157,1,15.10.1981,Vuolijoki
1459-5079,1,04.01.2003,Hausjärvi
1459-5079,1,04.01.2003,Loppi
1458-6606,1,03.01.1888,Pohjois-Karjala
1456-0844,1,05.11.1997,Inari
1456-0844,1,05.11.1997,Utsjoki
1458-3348,1,08.08.2001,"Kuopio, Siilinjärvi, Maaninka, Karttula, Vehmersalmi, Tervo"
1458-3348,1,08.08.2001,Riistavesi
1458-2279,1,17.11.1881,Itä-Karjala
1236-4495,1,03.01.1980,Kesälahti
1236-4495,1,03.01.1980,Rääkkylä
1236-4495,1,03.01.1980,Tohmajärvi
1236-4495,1,03.01.1980,Värtsilä
1458-6762,1,13.02.2002,Kankaanpää
1458-6762,1,13.02.2002,Parkano
1458-6762,1,13.02.2002,Honkajoki
1458-6762,1,13.02.2002,Jämijärvi
1458-6762,1,13.02.2002,Karvia
1458-6762,1,13.02.2002,Ikaalinen
0782-6559,1,04.01.1889,Ekenäs
0782-6559,1,04.01.1889,Västra Nyland
1459-2436,3,03.09.2003,Länsi-Helsinki
fk980083,1,16.04.1997,Pieksämäki
fk10270,1,23.08.1907,Urjala
1459-9287,1,08.01.2004,Asikkala
1459-9287,1,08.01.2004,Hollola
1459-9287,1,08.01.2004,Hämeenkoski
1459-9287,1,08.01.2004,Kärkölä
1459-9287,1,08.01.2004,Nastola
1459-9287,1,08.01.2004,Orimattila
1459-689X,1,01.10.2003,Hollola
1459-689X,1,01.10.2003,Hämeenkoski
1459-689X,1,01.10.2003,Kärkölä
1459-689X,1,01.10.2003,Asikkala
1459-689X,1,01.10.2003,Nastola
1459-689X,1,01.10.2003,Orimattila
1458-4042,1,19.10.2001,Oulu
1458-4042,1,19.10.2001,Oulunsalo
1458-4042,1,19.10.2001,Kempele
1458-4042,1,19.10.2001,Kiiminki
1458-4042,1,19.10.2001,Haukipudas
1457-9545,1,01.02.2001,Suomi
fk10187,1,15.12.1912,Viipuri
fk20030413,2,01.01.2003,Pohjois-Espoo
0358-2434,1,04.01.1983,Kaskö
2323-6760,1,05.01.2004,Jalasjärvi
2323-6760,1,05.01.2004,Peräseinäjoki
1459-8663,1,03.11.2003,"Hausjärvi, Hyvinkää, Loppi, Nurmijärvi, Riihimäki"
1459-8663,2,03.11.2003,"Hausjärvi, Hyvinkää, Loppi, Riihimäki"
fk10270,1,23.08.1907,Humppila
fk10270,1,23.08.1907,Ypäjä
fk10270,1,23.08.1907,Somero
fk10270,1,23.08.1907,Somerniemi
0356-133X,1,09.12.1904,Turku
0356-133X,1,09.12.1904,Varsinais-Suomi
0356-133X,3,01.01.1990,Turku ja lähiympäristö
0356-133X,2,01.01.1990,Turku
fk10134,1,23.06.1915,Uukuniemi
fk14983,1,05.02.1918,Sortavala
fk14996,1,15.03.1918,Sortavala
fk10207,1,24.01.1908,Jyväskylä
1459-2436,1,31.12.2003,Keski- ja Pohjois-Helsinki
fk20040702,1,03.06.2004,Keuruu
fk20040702,1,03.06.2004,Multia
fk20040702,1,03.06.2004,Petäjävesi
fk20040702,1,03.06.2004,Vilppula
fk20040702,1,03.06.2004,Mänttä
fk10246,1,27.10.1916,Viljakkala
1795-3073,1,05.05.2004,Laihia
fk34013,1,01.01.1926,Suomi
0355-4260,1,01.01.1961,Suomi
fk01417,1,01.02.1912,Suomi
fk01418,1,01.11.1937,Suomi
fk01404,1,01.05.1939,Suomi
fk22031016,1,15.05.1933,Pohjanmma
fk09638,1,01.02.1939,Etelä-Pohjanmaa
fk01535,1,01.01.1937,Kangasala
fk01538,1,01.01.1936,Suomi
fk33081,1,01.01.1928,Suomi
fk31964,1,01.01.1933,Suomi
fk10471,2,19.07.1902,Helsinki
fk10471,2,10.01.1903,Helsinki
fk31640,1,01.01.1939,Suomi
fk36901,1,01.11.1906,Finland
fk27859,1,01.01.1928,Suomi
fk27859,1,01.06.1924,Suomi
fk33172,1,01.01.1929,Suomi
fk20031018,1,01.01.1933,Suomi
fk27549,1,01.01.1938,Suomi
fk20040405,1,01.01.1934,Suomi
fk31495,1,01.01.1935,Suomi
fk20040406,1,01.01.1909,Suomi
fk36702,1,01.01.1904,Suomi
fk14753,2,01.01.1919,Landsort
fk01446,1,06.09.1934,Suomi
fk01998,1,17.08.1929,Suomi
fk01997,1,09.11.1929,Suomi
fk20031011,1,22.06.1912,Suomi
fk36896,1,01.01.1914,Suomi
fk36856,1,01.01.1906,Suomi
fk09358,1,02.11.1912,Suomi
fk01108,1,06.09.1930,Suomi
fk09123,1,22.08.1931,Suomi
fk09397,1,01.01.1943,Suomi
fk09577,1,01.02.1932,Suomi
fk14793,1,10.04.1914,Karkku
fk14793,1,10.04.1914,Kiikka
fk09239,1,01.12.1912,Suomi
fk09238,1,01.01.1901,Suomi
fk09307,1,01.01.1940,Suomi
fk00564,1,01.01.1940,Suomi
fk09308,1,01.04.1941,Suomi
fk00883,1,25.09.1933,Suomi
0355-9440,1,06.05.1918,Suomi
0357-1165,1,01.05.1930,Suomi
fk03947,1,01.01.1936,Suomi
fk03950,1,15.01.1936,Finland
fk01537,1,01.04.1934,Suomi
fk20031013,1,01.01.1931,Suomi
fk01411,1,01.09.1936,Suomi
fk14762,2,01.02.1907,Helsinki
fk20040407,1,01.01.1931,Suomi
0780-7619,1,01.05.1937,Suomi
fk31341,1,01.05.1932,Suomi
fk01621,1,15.03.1941,Suomi
fk01852,1,01.02.1912,Finland
fk10437,1,07.12.1918,Kuopio
fk20030413,1,01.01.2003,Etelä-Espoo
fk10311,2,20.03.1908,Veckoupplagan
fk20050102,1,02.12.2004,Nastola
fk20050101,1,02.12.2004,Asikkala
0358-478X,1,30.10.1969,Kuivaniemi
0358-478X,1,30.10.1969,Pateniemi
0358-478X,1,30.10.1969,Ylikiiminki
1458-6576,2,03.01.1898,Kuopio
fk14892,1,19.11.1897,Sydvästra Finland
fk09575,1,01.01.1934,Suomi
fk03857,1,01.01.1963,Suomi
fk14854,1,19.01.1906,Etelä-Pohjanmaa
fk02815,1,01.11.1938,Suomi
fk02814,1,19.11.1939,Suomi
fk00038,1,01.12.1906,Suomi
1458-8560,1,30.12.1896,Tammerfors
fk03199,1,01.01.1936,Suomi
1795-4975,1,05.01.2005,Tohmajärvi
1795-4975,1,05.01.2005,Värtsilä
fk14828,1,08.12.1905,Viipuri
fk14828,1,08.12.1905,Pietari
fk14828,1,08.12.1905,Inkeri
1795-715X,1,04.01.2005,Kuorevesi
1795-715X,1,04.01.2005,Mänttä
1795-715X,1,04.01.2005,Vilppula
1795-715X,1,04.01.2005,Juupajoki
fk10474,1,01.02.1918,Helsinki
fk10474,1,01.02.1918,Viipuri
fk10110,1,19.12.1913,Jämijärvi
fk10110,1,19.12.1913,Kihniö
fk10110,1,19.12.1913,Parkano
fk10117,2,16.11.1925,Helsinki
fk14780,1,09.12.1916,Viiala
fk14780,1,09.12.1916,Akaa
fk14780,1,09.12.1916,Sääksmäki
fk10247,1,19.11.1906,Parikkala
fk36535,1,01.01.1899,Tampere
0359-0305,1,01.01.1894,Lavia
1236-7974,1,11.05.1908,Simpele
0356-3545,1,30.09.1964,Suomi
1795-9535,1,09.06.2005,Suomi
fk02545,1,01.01.1926,Suomi
fk01134,1,01.01.1933,Suomi
fk01690,1,16.12.1922,Suomi
fk01686,1,01.01.1936,Suomi
fk01730,1,01.12.1911,Finland
1235-9262,1,19.05.1988,Kempele
1235-9262,1,19.05.1988,Liminka
1235-9262,1,19.05.1988,Tyrnävä
1235-9262,1,19.05.1988,Kaakkuri
1235-9262,1,19.05.1988,Oulunlahti
1235-9262,1,19.05.1988,Iinatti
fk02755,1,14.02.1942,Suomi
1795-6226,1,05.01.2005,Isokyrö
1795-6226,1,05.01.2005,Laihia
1795-6226,1,05.01.2005,Vähäkyrö
1795-6226,1,05.01.2005,Ylistaro
1459-2436,4,01.09.2004,Etelä-Helsinki
1458-8072,1,17.11.1994,Pukkila
1458-8072,1,17.11.1994,Askola
1458-8072,1,17.11.1994,Pornainen
0782-7024,2,25.09.1969,Lappeenranta
0782-7024,2,16.01.1975,Lappeenranta
fk14864,2,08.01.1907,Vasa
1456-0755,1,04.01.1998,Salla
1456-0755,1,04.01.1998,Savukoski
1456-0755,1,04.01.1998,Pelkosenniemi
1236-7524,1,21.02.1959,Haukipudas
1236-7524,1,21.02.1959,Kiiminki
1236-7524,1,21.02.1959,Oulunsalo
1236-7524,1,21.02.1959,Kempele
1236-7524,1,21.02.1959,Ii
1458-2295,1,14.03.1940,Joensuu
1458-2295,1,05.05.1917,Sortavala
1458-2295,1,07.02.1942,Sortavala
1458-2295,1,07.09.1944,Jyväskylä
fk10252,1,11.06.1949,Pieksämäki
fk02761,1,01.01.1901,Finland
fk02751,1,28.05.1904,Finland
fk17322,1,17.09.1980,Vihti
0356-3642,1,06.10.1972,Toivala
0356-3642,1,06.10.1972,Vuorela
0356-3642,1,06.10.1972,Siilinjärvi
0356-3642,1,06.10.1972,Riistavesi
1459-1464,x,24.10.2002,Oulainen
fk02608,1,01.01.1932,Suomi
fk02817,1,01.01.1930,Suomi
fk02816,1,01.12.1905,Suomi
1235-9963,1,11.10.1962,Vimpeli
1235-9963,1,11.10.1962,Kortesjärvi
fk02824,1,01.01.1936,"Itä-Suomi, Viipuri"
fk02841,1,01.01.1941,Kuopio
fk02750,1,01.12.1933,Suomi
fk02856,1,07.01.1943,Finland
fk02843,1,01.01.1913,Suomi
fk02868,1,09.08.1924,Suomi
0782-5382,1,01.04.1965,Valtimo
fk02841,1,01.06.1941,Suomi
fk02806,1,06.07.1912,"Viipuri, Suomi"
fk20051069,1,01.01.1890,Suomi
fk14883,2,03.01.1894,Maaseutupainos
fk10041,1,11.05.1906,Kristiina
fk14883,2,03.01.1906,Maaseutupainos
fk00017,1,01.12.1944,Suomi
fk04321,1,15.10.1962,Suomi
fk20040202,1,03.01.2004,Länsi-Vantaa
fk20040202,2,03.01.2004,Itä-Vantaa
fk00045,1,01.01.1949,Suomi
fk04322,1,01.08.1958,Suomi
fk04328,1,24.12.1961,Suomi
1459-4455,1,16.04.2003,Soini
fk02942,1,01.01.1955,Suomi
fk37216,1,02.03.1997,Haapajärvi
fk37216,1,02.03.1997,Nivala
fk37216,1,02.03.1997,Kärsämäki
fk37216,1,02.03.1997,Pyhäjärvi
fk37216,1,02.03.1997,Reisjärvi
fk37216,1,02.03.1997,Pihtipudas
fk37216,1,02.03.1997,Kinnula
fk37216,1,02.03.1997,Lestijärvi
fk37216,1,02.03.1997,Sievi
fk04362,1,15.01.1959,Suomi
fk04365,1,01.01.1958,Suomi
fk04376,1,30.01.1956,Suomi
fk0003-374X,1,20.08.1963,Suomi
fk04593,1,01.11.1958,Suomi
1795-7826,1,17.03.2005,Tampere
1795-7826,1,17.03.2005,Kangasala
1795-7826,1,17.03.2005,Pälkäne
1795-7826,1,17.03.2005,Sahalahti
1795-7826,1,17.03.2005,Lempäälä
1795-7826,1,17.03.2005,Vesilahti
1795-7826,1,17.03.2005,Toijala
1795-7826,1,17.03.2005,Viiala
1795-7826,1,17.03.2005,Kylmäkoski
1795-7826,1,17.03.2005,Valkeakoski
1795-7826,1,17.03.2005,Urjala
1795-7826,1,17.03.2005,Pirkkala
1795-7826,1,17.03.2005,Nokia
1795-7826,1,17.03.2005,Ylöjärvi
1458-2945,1,13.01.2001,Toijala
1458-2945,1,13.01.2001,Viiala
1458-2945,1,13.01.2001,Kylmäkoski
1458-2945,1,13.01.2001,Urjala
1458-2945,1,13.01.2001,Lempäälä
1458-2945,1,13.01.2001,Vesilahti
1458-2945,1,13.01.2001,Valkeakoski
0358-8173,1,30.11.1971,Suomi
0781-3988,1,16.09.1976,Pyhtää
0781-3988,1,16.09.1976,Ruotsinpyhtää
0781-3988,1,16.09.1976,Hamina
fk02984,1,01.10.1945,Suomi
1458-2953,1,17.03.2001,Lempäälä
1458-2953,1,17.03.2001,Vesilahti
1458-2953,1,17.03.2001,Kylmäkoski
1458-2953,1,17.03.2001,Urjala
1458-2953,1,17.03.2001,Viiala
1458-2953,1,17.03.2001,Valkeakoski
1458-2953,1,17.03.2001,Toijala
1235-1857,1,01.12.1933,Suomi
0355-9246,1,01.01.1913,Suomi
1459-0689,1,19.06.2002,Artjärvi
1459-0689,1,19.06.2002,Myrskylä
1459-0689,1,19.06.2002,Pukkila
1459-0689,1,19.06.2002,Orimattila
0355-3019,1,01.01.1971,Suomi
0355-3019,1,01.01.1968,Suomi
fk20060409,1,12.01.2006,Länsi-Tampere
fk00453,1,07.01.1945,Finland
0357-4377,1,01.01.1979,Suomi
0355-2764,1,01.10.1968,Suomi
fk04652,1,01.11.1962,Suomi
0355-8428,1,01.10.1965,Suomi
0788-7949,1,01.04.1991,Suomi
1795-3030,1,30.10.2004,Helsinki
1795-3030,1,30.10.2004,Pääkaupunkiseutu
fk00573,1,01.01.1949,Suomi
fk06663,1,01.01.1970,Suomi
fk06664,1,01.01.1969,Suomi
fk00470,1,07.01.1945,Suomi
0355-2977,1,01.01.1967,Suomi
fk06570,1,01.10.1968,Suomi
0789-0192,1,07.01.1981,Vieremä
0789-0192,1,07.01.1981,Sukeva
fk03198,1,01.01.1935,Suomi
0782-5684,1,03.01.1974,Yläne
fk03229,1,01.01.1958,Suomi
fk00751,1,01.01.1950,Suomi
fk07850,1,01.11.1958,Suomi
fk00762,1,01.01.1954,Suomi
fk09263,1,01.01.1949,Suomi
fk09262,1,01.11.1950,Suomi
0784-4220,1,28.12.1985,Kerimäki
0784-4220,1,28.12.1985,Punkaharju
0784-4220,1,28.12.1985,Enonkoski
0784-4220,1,28.12.1985,Rantasalmi
0784-4220,1,28.12.1985,Sulkava
1458-7270,1,23.01.2002,Oulu
1458-7270,1,23.01.2002,Pohjois-Pohjanmaa
0359-5056,1,03.01.1914,Lahti
0359-5056,1,03.01.1914,Päijät-Häme
0359-5056,2,03.01.1914,Lahti
0359-5056,2,03.01.1914,Päijät-Häme
0782-5803,1,11.07.1914,Hausjärvi
0782-5803,1,11.07.1914,Janakkala
0782-5803,1,11.07.1914,Loppi
0047-3308,1,01.09.1956,Suomi
2243-3651,1,01.10.2003,Nurmijärvi ja lähialueet
1459-465X,1,29.01.2003,Koillis-Helsinki
fk00943,1,01.01.1945,Suomi
fk02411,1,01.01.1950,Suomi
fk09510,1,01.12.1950,Suomi
fk01263,1,01.01.1950,Suomi
fk03304,1,01.12.1952,Suomi
fk08559,1,01.01.1961,Suomi
0358-1705,2,01.01.1998,Joensuu
fk01306,1,01.01.1951,Suomi
fk02803,1,01.01.1948,Suomi
fk01047,1,01.01.1948,Suomi
1236-0619,1,08.01.1986,Punkalaidun
1236-0619,1,08.01.1986,Vampula
1236-0619,1,08.01.1986,Mouhijärvi
1236-0619,1,08.01.1986,Suodenniemi
1236-0619,1,08.01.1986,Kiikoinen
1236-0619,1,08.01.1986,Kokemäki
1236-0619,1,08.01.1986,Köyliö
1236-0619,1,08.01.1986,Säkylä
fk20060618,1,01.01.1947,Suomi
fk03468,1,01.01.1927,Suomi
fk01426,1,01.01.1949,Suomi
fk03500,1,20.07.1955,Suomi
fk08570,1,01.01.1964,Suomi
fk08611,1,01.01.1959,Suomi
fk08610,1,01.09.1959,Suomi
0782-3975,1,29.11.1929,Suomi
fk01425,1,20.09.1945,Suomi
fk01424,1,01.01.1946,Suomi
fk03217,1,01.03.1950,Suomi
fk03503,1,01.04.1954,Suomi
fk20060447,1,31.05.2006,Lahti
fk20060447,1,31.05.2006,Heinola
fk20060447,1,31.05.2006,Artjärvi
fk20060447,1,31.05.2006,Asikkala
fk20050148,1,01.12.2004,Lahti
0782-601X,1,20.08.1970,Taipalsaari
fk010147,1,01.05.1949,Suomi
0355-6913,2,27.07.1966,Tampere
0355-6913,2,27.07.1966,Pirkanmaa
fk20040355,1,25.08.2004,Nastola
0451-1115,1,22.09.1937,Suomi
1795-5815,1,08.01.2005,Hämeenlinna
1795-5815,1,08.01.2005,Hattula
1795-5815,1,08.01.2005,Hauho
1795-5815,1,08.01.2005,Iittala
1795-5815,1,08.01.2005,Lammi
1795-5815,1,08.01.2005,Leppäkoski
1795-5815,1,08.01.2005,Renko
1795-5815,1,08.01.2005,Tervakoski
1795-5815,1,08.01.2005,Turenki
1795-5815,1,08.01.2005,Tuulos
0355-5976,1,10.12.1887,Suomi
1795-5009,1,24.11.2004,Hanko
0782-5676,1,01.10.1970,Ullava
fk20000393,1,19.01.2000,Kustavi
fk20000393,1,19.01.2000,Pyhäranta
fk20000393,1,19.01.2000,Taivassalo
0780-8003,1,01.12.1968,Kuusankoski
0780-8003,1,01.12.1968,Elimäki
0780-8003,1,01.12.1968,Valkeala
0780-8003,1,01.12.1968,Iitti
0780-8003,1,01.12.1968,Jaala
0780-8003,1,01.12.1968,Anjalankoski
1795-2980,1,07.02.1985,Ylivieska
1795-2980,1,07.02.1985,Sievi
1795-2980,1,07.02.1985,Alavieska
0356-2352,1,16.01.2006,Espoo
0356-2352,1,16.01.2006,Kauniainen
0356-2352,1,16.01.2006,Kirkkonummi
0356-2352,2,16.01.2006,Espoo
0356-2352,2,16.01.2006,Kauniainen
0356-2352,2,16.01.2006,Kirkkonummi
fk10144,1,24.02.1921,Kuhmoinen
fk10144,1,24.02.1921,Jämsänkoski
fk10144,1,24.02.1921,Koskenpää
fk14850,1,27.11.1925,Jämsänkoski
fk14850,1,27.11.1925,Koskenpää
fk10143,1,09.01.1931,Jämsänkoski
fk10143,1,09.01.1931,Koskenpää
fk10143,1,09.01.1931,Kuhmoinen
fk10143,1,09.01.1931,Korpilahti
fk10143,1,09.01.1931,Längelmäki
fk10143,1,09.01.1931,Kuorevesi
0785-6873,1,30.10.1987,Asikkala
1795-6994,1,25.11.2004,Asikkala
1795-6994,1,25.11.2004,Padasjoki
fk00529,1,01.01.1950,Suomi
fk20050103,1,01.12.2004,Hollola
1796-7597,1,04.01.2007,Anjalankoski
1458-0543,2,05.01.1897,Turku
0018-8298,1,19.09.1959,Suomi
0355-4317,1,01.09.1972,Suomi
fk20050156,1,04.04.2005,Vantaa
1797-1160,3,12.09.2005,Etelä-Helsinki
1797-1160,1,13.03.2006,Itä-Helsinki
1797-1160,2,13.03.2006,Pohjois-Helsinki
1797-1160,3,13.03.2006,Etelä-Helsinki
1797-1160,1,12.09.2005,Itä-Helsinki
0782-5765,1,01.09.1966,Kiihtelysvaara
1459-2436,3,03.09.2003,Etelä-Helsinki
2242-5489,1,17.09.2008,Pudasjärvi
fk20130051,1,30.12.1916,Haaparanta
fk20130052,1,05.07.1882,Haaparanta
fk20130052,1,05.07.1882,Tornionlaakso
1798-5110,1,05.10.2009,Hollola
1798-5110,1,05.10.2009,Hämeenkoski
1798-5110,1,05.10.2009,Kärkölä
1798-5110,1,05.10.2009,Lahti
fk10479,1,27.03.1929,Kangasala
1799-5957,1,13.01.2011,Savukoski
1799-5957,1,13.01.2011,Pelkosenniemi
1799-5957,1,13.01.2011,Salla
1799-5957,1,13.01.2011,Kemijärvi
1799-5957,1,13.01.2011,Kittilä
fk980032,1,19.09.1997,Ylivieska
fk980032,1,19.09.1997,Sievi
